ID,AUTHOR,DATE,TIME,LAT,LONG,DEPTH,WAVE TYPE,MW
16957740,CENT     ,12/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957741,CENT     ,13/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957742,CENT     ,14/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957743,CENT     ,15/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957744,CENT     ,16/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957745,CENT     ,17/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957746,CENT     ,18/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957747,CENT     ,19/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957748,CENT     ,20/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957749,CENT     ,21/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957750,CENT     ,22/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957751,CENT     ,23/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957752,CENT     ,24/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957753,CENT     ,25/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957754,CENT     ,26/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957755,CENT     ,27/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957756,CENT     ,28/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957757,CENT     ,29/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957758,CENT     ,30/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957759,CENT     ,31/10/1900,0.90625,-5,148,0,Mw    ,7.1
16957760,CENT     ,1/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957761,CENT     ,2/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957762,CENT     ,3/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957763,CENT     ,4/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957764,CENT     ,5/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957765,CENT     ,6/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957766,CENT     ,7/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957767,CENT     ,8/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957768,CENT     ,9/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957769,CENT     ,10/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957770,CENT     ,11/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957771,CENT     ,12/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957772,CENT     ,13/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957773,CENT     ,14/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957774,CENT     ,15/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957775,CENT     ,16/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957776,CENT     ,17/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957777,CENT     ,18/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957778,CENT     ,19/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957779,CENT     ,20/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957780,CENT     ,21/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957781,CENT     ,22/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957782,CENT     ,23/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957783,CENT     ,24/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957784,CENT     ,25/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957785,CENT     ,26/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957786,CENT     ,27/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957787,CENT     ,28/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957788,CENT     ,29/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957789,CENT     ,30/11/1900,0.90625,-5,148,0,Mw    ,7.1
16957790,CENT     ,1/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957791,CENT     ,2/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957792,CENT     ,3/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957793,CENT     ,4/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957794,CENT     ,5/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957795,CENT     ,6/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957796,CENT     ,7/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957797,CENT     ,8/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957798,CENT     ,9/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957799,CENT     ,10/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957800,CENT     ,11/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957801,CENT     ,12/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957802,CENT     ,13/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957803,CENT     ,14/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957804,CENT     ,15/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957805,CENT     ,16/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957806,CENT     ,17/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957807,CENT     ,18/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957808,CENT     ,19/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957809,CENT     ,20/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957810,CENT     ,21/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957811,CENT     ,22/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957812,CENT     ,23/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957813,CENT     ,24/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957814,CENT     ,25/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957815,CENT     ,26/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957816,CENT     ,27/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957817,CENT     ,28/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957818,CENT     ,29/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957819,CENT     ,30/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957820,CENT     ,31/12/1900,0.90625,-5,148,0,Mw    ,7.1
16957821,CENT     ,1/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957822,CENT     ,2/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957823,CENT     ,3/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957824,CENT     ,4/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957825,CENT     ,5/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957826,CENT     ,6/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957827,CENT     ,7/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957828,CENT     ,8/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957829,CENT     ,9/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957830,CENT     ,10/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957831,CENT     ,11/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957832,CENT     ,12/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957833,CENT     ,13/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957834,CENT     ,14/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957835,CENT     ,15/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957836,CENT     ,16/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957837,CENT     ,17/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957838,CENT     ,18/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957839,CENT     ,19/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957840,CENT     ,20/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957841,CENT     ,21/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957842,CENT     ,22/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957843,CENT     ,23/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957844,CENT     ,24/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957845,CENT     ,25/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957846,CENT     ,26/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957847,CENT     ,27/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957848,CENT     ,28/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957849,CENT     ,29/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957850,CENT     ,30/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957851,CENT     ,31/01/1901,0.90625,-5,148,0,Mw    ,7.1
16957852,CENT     ,1/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957853,CENT     ,2/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957854,CENT     ,3/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957855,CENT     ,4/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957856,CENT     ,5/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957857,CENT     ,6/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957858,CENT     ,7/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957859,CENT     ,8/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957860,CENT     ,9/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957861,CENT     ,10/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957862,CENT     ,11/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957863,CENT     ,12/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957864,CENT     ,13/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957865,CENT     ,14/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957866,CENT     ,15/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957867,CENT     ,16/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957868,CENT     ,17/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957869,CENT     ,18/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957870,CENT     ,19/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957871,CENT     ,20/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957872,CENT     ,21/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957873,CENT     ,22/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957874,CENT     ,23/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957875,CENT     ,24/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957876,CENT     ,25/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957877,CENT     ,26/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957878,CENT     ,27/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957879,CENT     ,28/02/1901,0.90625,-5,148,0,Mw    ,7.1
16957880,CENT     ,1/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957881,CENT     ,2/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957882,CENT     ,3/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957883,CENT     ,4/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957884,CENT     ,5/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957885,CENT     ,6/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957886,CENT     ,7/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957887,CENT     ,8/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957888,CENT     ,9/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957889,CENT     ,10/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957890,CENT     ,11/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957891,CENT     ,12/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957892,CENT     ,13/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957893,CENT     ,14/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957894,CENT     ,15/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957895,CENT     ,16/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957896,CENT     ,17/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957897,CENT     ,18/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957898,CENT     ,19/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957899,CENT     ,20/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957900,CENT     ,21/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957901,CENT     ,22/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957902,CENT     ,23/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957903,CENT     ,24/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957904,CENT     ,25/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957905,CENT     ,26/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957906,CENT     ,27/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957907,CENT     ,28/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957908,CENT     ,29/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957909,CENT     ,30/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957910,CENT     ,31/03/1901,0.90625,-5,148,0,Mw    ,7.1
16957911,CENT     ,1/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957912,CENT     ,2/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957913,CENT     ,3/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957914,CENT     ,4/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957915,CENT     ,5/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957916,CENT     ,6/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957917,CENT     ,7/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957918,CENT     ,8/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957919,CENT     ,9/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957920,CENT     ,10/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957921,CENT     ,11/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957922,CENT     ,12/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957923,CENT     ,13/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957924,CENT     ,14/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957925,CENT     ,15/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957926,CENT     ,16/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957927,CENT     ,17/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957928,CENT     ,18/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957929,CENT     ,19/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957930,CENT     ,20/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957931,CENT     ,21/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957932,CENT     ,22/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957933,CENT     ,23/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957934,CENT     ,24/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957935,CENT     ,25/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957936,CENT     ,26/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957937,CENT     ,27/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957938,CENT     ,28/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957939,CENT     ,29/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957940,CENT     ,30/04/1901,0.90625,-5,148,0,Mw    ,7.1
16957941,CENT     ,1/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957942,CENT     ,2/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957943,CENT     ,3/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957944,CENT     ,4/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957945,CENT     ,5/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957946,CENT     ,6/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957947,CENT     ,7/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957948,CENT     ,8/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957949,CENT     ,9/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957950,CENT     ,10/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957951,CENT     ,11/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957952,CENT     ,12/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957953,CENT     ,13/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957954,CENT     ,14/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957955,CENT     ,15/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957956,CENT     ,16/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957957,CENT     ,17/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957958,CENT     ,18/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957959,CENT     ,19/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957960,CENT     ,20/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957961,CENT     ,21/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957962,CENT     ,22/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957963,CENT     ,23/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957964,CENT     ,24/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957965,CENT     ,25/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957966,CENT     ,26/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957967,CENT     ,27/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957968,CENT     ,28/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957969,CENT     ,29/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957970,CENT     ,30/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957971,CENT     ,31/05/1901,0.90625,-5,148,0,Mw    ,7.1
16957972,CENT     ,1/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957973,CENT     ,2/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957974,CENT     ,3/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957975,CENT     ,4/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957976,CENT     ,5/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957977,CENT     ,6/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957978,CENT     ,7/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957979,CENT     ,8/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957980,CENT     ,9/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957981,CENT     ,10/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957982,CENT     ,11/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957983,CENT     ,12/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957984,CENT     ,13/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957985,CENT     ,14/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957986,CENT     ,15/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957987,CENT     ,16/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957988,CENT     ,17/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957989,CENT     ,18/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957990,CENT     ,19/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957991,CENT     ,20/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957992,CENT     ,21/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957993,CENT     ,22/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957994,CENT     ,23/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957995,CENT     ,24/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957996,CENT     ,25/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957997,CENT     ,26/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957998,CENT     ,27/06/1901,0.90625,-5,148,0,Mw    ,7.1
16957999,CENT     ,28/06/1901,0.90625,-5,148,0,Mw    ,7.1
16958000,CENT     ,29/06/1901,0.90625,-5,148,0,Mw    ,7.1
16958001,CENT     ,30/06/1901,0.90625,-5,148,0,Mw    ,7.1
16958002,CENT     ,1/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958003,CENT     ,2/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958004,CENT     ,3/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958005,CENT     ,4/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958006,CENT     ,5/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958007,CENT     ,6/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958008,CENT     ,7/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958009,CENT     ,8/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958010,CENT     ,9/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958011,CENT     ,10/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958012,CENT     ,11/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958013,CENT     ,12/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958014,CENT     ,13/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958015,CENT     ,14/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958016,CENT     ,15/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958017,CENT     ,16/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958018,CENT     ,17/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958019,CENT     ,18/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958020,CENT     ,19/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958021,CENT     ,20/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958022,CENT     ,21/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958023,CENT     ,22/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958024,CENT     ,23/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958025,CENT     ,24/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958026,CENT     ,25/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958027,CENT     ,26/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958028,CENT     ,27/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958029,CENT     ,28/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958030,CENT     ,29/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958031,CENT     ,30/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958032,CENT     ,31/07/1901,0.90625,-5,148,0,Mw    ,7.1
16958033,CENT     ,1/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958034,CENT     ,2/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958035,CENT     ,3/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958036,CENT     ,4/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958037,CENT     ,5/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958038,CENT     ,6/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958039,CENT     ,7/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958040,CENT     ,8/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958041,CENT     ,9/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958042,CENT     ,10/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958043,CENT     ,11/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958044,CENT     ,12/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958045,CENT     ,13/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958046,CENT     ,14/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958047,CENT     ,15/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958048,CENT     ,16/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958049,CENT     ,17/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958050,CENT     ,18/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958051,CENT     ,19/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958052,CENT     ,20/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958053,CENT     ,21/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958054,CENT     ,22/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958055,CENT     ,23/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958056,CENT     ,24/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958057,CENT     ,25/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958058,CENT     ,26/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958059,CENT     ,27/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958060,CENT     ,28/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958061,CENT     ,29/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958062,CENT     ,30/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958063,CENT     ,31/08/1901,0.90625,-5,148,0,Mw    ,7.1
16958064,CENT     ,1/09/1901,0.90625,-5,148,0,Mw    ,7.1
16958065,CENT     ,2/09/1901,0.90625,-5,148,0,Mw    ,7.1
16958066,CENT     ,3/09/1901,0.90625,-5,148,0,Mw    ,7.1
16958067,CENT     ,4/09/1901,0.90625,-5,148,0,Mw    ,7.1
16958068,CENT     ,5/09/1901,0.90625,-5,148,0,Mw    ,7.1
16958069,CENT     ,6/09/1901,0.90625,-5,148,0,Mw    ,7.1
